depth,batch,batch_label,alpha,lr,step,progress,loss,score,result_json
d12,524288,512K,0.5,0.0075,5750,0.8873456790123457,2.7468683844033523,0.8160663614002971,search_evals/sweep_prefix_002_d12_2x/top_aware_k1_a0p5_bsz524288_lr0p0075_s42/result.json
d12,524288,512K,0.5,0.0075,5800,0.8950617283950617,2.74797795258397,0.8160663614002971,search_evals/sweep_prefix_002_d12_2x/top_aware_k1_a0p5_bsz524288_lr0p0075_s42/result.json
d12,524288,512K,0.5,0.0075,5850,0.9027777777777778,2.735365206869769,0.8160663614002971,search_evals/sweep_prefix_002_d12_2x/top_aware_k1_a0p5_bsz524288_lr0p0075_s42/result.json
d12,524288,512K,0.5,0.0075,5900,0.9104938271604939,2.722839672785555,0.8160663614002971,search_evals/sweep_prefix_002_d12_2x/top_aware_k1_a0p5_bsz524288_lr0p0075_s42/result.json
d12,524288,512K,0.5,0.0075,5950,0.9182098765432098,2.7256277445038006,0.8160663614002971,search_evals/sweep_prefix_002_d12_2x/top_aware_k1_a0p5_bsz524288_lr0p0075_s42/result.json
d12,524288,512K,0.5,0.0075,6000,0.9259259259259259,2.7171152262466287,0.8160663614002971,search_evals/sweep_prefix_002_d12_2x/top_aware_k1_a0p5_bsz524288_lr0p0075_s42/result.json
d12,524288,512K,0.5,0.0075,6050,0.933641975308642,2.724353998575897,0.8160663614002971,search_evals/sweep_prefix_002_d12_2x/top_aware_k1_a0p5_bsz524288_lr0p0075_s42/result.json
d12,524288,512K,0.5,0.0075,6100,0.941358024691358,2.7159992825232138,0.8160663614002971,search_evals/sweep_prefix_002_d12_2x/top_aware_k1_a0p5_bsz524288_lr0p0075_s42/result.json
d12,524288,512K,0.5,0.0075,6150,0.9490740740740741,2.7125984182609995,0.8160663614002971,search_evals/sweep_prefix_002_d12_2x/top_aware_k1_a0p5_bsz524288_lr0p0075_s42/result.json
d12,524288,512K,0.5,0.0075,6200,0.9567901234567902,2.7198485621069692,0.8160663614002971,search_evals/sweep_prefix_002_d12_2x/top_aware_k1_a0p5_bsz524288_lr0p0075_s42/result.json
d12,524288,512K,0.5,0.0075,6250,0.9645061728395061,2.7056970549984456,0.8160663614002971,search_evals/sweep_prefix_002_d12_2x/top_aware_k1_a0p5_bsz524288_lr0p0075_s42/result.json
d12,524288,512K,0.5,0.0075,6300,0.9722222222222222,2.7105185208023865,0.8160663614002971,search_evals/sweep_prefix_002_d12_2x/top_aware_k1_a0p5_bsz524288_lr0p0075_s42/result.json
d12,524288,512K,0.5,0.0075,6350,0.9799382716049383,2.706421203254685,0.8160663614002971,search_evals/sweep_prefix_002_d12_2x/top_aware_k1_a0p5_bsz524288_lr0p0075_s42/result.json
d12,524288,512K,0.5,0.0075,6400,0.9876543209876543,2.7052450398706895,0.8160663614002971,search_evals/sweep_prefix_002_d12_2x/top_aware_k1_a0p5_bsz524288_lr0p0075_s42/result.json
d12,524288,512K,0.5,0.0075,6450,0.9953703703703703,2.700052980874962,0.8160663614002971,search_evals/sweep_prefix_002_d12_2x/top_aware_k1_a0p5_bsz524288_lr0p0075_s42/result.json
d12,524288,512K,1.0,0.0075,0,0.0,10.397432327270508,0.8149781054907281,search_evals/sweep_prefix_002_d12_2x/top_aware_k1_a1_bsz524288_lr0p0075_s42/result.json
d12,524288,512K,1.0,0.0075,50,0.007716049382716049,6.548593476619459,0.8149781054907281,search_evals/sweep_prefix_002_d12_2x/top_aware_k1_a1_bsz524288_lr0p0075_s42/result.json
d12,524288,512K,1.0,0.0075,100,0.015432098765432098,5.66900964378604,0.8149781054907281,search_evals/sweep_prefix_002_d12_2x/top_aware_k1_a1_bsz524288_lr0p0075_s42/result.json
d12,524288,512K,1.0,0.0075,150,0.023148148148148147,5.2888133029743,0.8149781054907281,search_evals/sweep_prefix_002_d12_2x/top_aware_k1_a1_bsz524288_lr0p0075_s42/result.json
d12,524288,512K,1.0,0.0075,200,0.030864197530864196,4.685362303831597,0.8149781054907281,search_evals/sweep_prefix_002_d12_2x/top_aware_k1_a1_bsz524288_lr0p0075_s42/result.json
d12,524288,512K,1.0,0.0075,250,0.038580246913580245,4.239824136143842,0.8149781054907281,search_evals/sweep_prefix_002_d12_2x/top_aware_k1_a1_bsz524288_lr0p0075_s42/result.json
